id,title,authors.name,year,fos.name,n_citation,references,abstract
600aa63491e0118dac799040,collective intelligence in online platforms,"['Jimmy Wales','Yochai Benkler']",2020,Social Computing,1,['53e9b4b4b7602d9703fcc163'],An examination of knowledge creation and collaboration in large scale online platforms.
600aa63491e0118dac0900,ai ethics in autonomous vehicles,"['Elon Musk','Stuart Russell']",2016,Ethics,3,"['53e9bde2b7602d9704a94c83','53e9a5fdb7602d9702f2c78f','558ab72784ae84d265bf393c']",This paper studies ai ethics in autonomous vehicles using interdisciplinary methods.
600aa63491e0118dac0901,psychology of competitive gaming,"['Ninja','Jordan Peterson']",2017,Psychology,0,[],This paper studies psychology of competitive gaming using interdisciplinary methods.
600aa63491e0118dac0902,economics of space tourism,"['Jeff Bezos','Paul Krugman']",2018,Economics,1,['53e9a42bb7602d9702d46e31'],This paper studies economics of space tourism using interdisciplinary methods.
600aa63491e0118dac0903,visual perception in virtual reality,"['Mark Zuckerberg','Donald Hoffman']",2019,Cognitive Science,2,"['53e9b05cb7602d9703ac36c1','53e9b7eeb7602d970439d213']",This paper studies visual perception in virtual reality using interdisciplinary methods.
600aa63491e0118dac0904,decision theory in poker,"['Daniel Negreanu','John von Neumann']",2020,Game Theory,1,['53e9b7eeb7602d970439d213'],This paper studies decision theory in poker using interdisciplinary methods.
600aa63491e0118dac0905,energy storage materials research,"['Elon Musk','Andre Geim']",2021,Materials Science,0,[],This paper studies energy storage materials research using interdisciplinary methods.
600aa63491e0118dac0906,social dynamics of online influencers,"['Kim Kardashian','Sherry Turkle']",2022,Sociology,1,['53e99a92b7602d970230c278'],This paper studies social dynamics of online influencers using interdisciplinary methods.
600aa63491e0118dac0907,robot learning from human feedback,"['Sam Altman','Fei-Fei Li']",2023,Robotics,0,[],This paper studies robot learning from human feedback using interdisciplinary methods.
600aa63491e0118dac0908,neuroscience of creativity,"['Kanye West','Eric Kandel']",2016,Neuroscience,1,['53e9be03b7602d9704ab965c'],This paper studies neuroscience of creativity using interdisciplinary methods.
600aa63491e0118dac0909,cryptography in digital currencies,['Satoshi Nakamoto'],2017,Cryptography,1,['53e9be03b7602d9704ab965c'],This paper studies cryptography in digital currencies using interdisciplinary methods.
600aa63491e0118dac0910,urban resilience to climate change,"['Barack Obama','Elinor Ostrom']",2018,Environmental Studies,1,[53e9b388b7602d9703e66f0b],This paper studies urban resilience to climate change using interdisciplinary methods.
600aa63491e0118dac0911,music theory and emotional response,"['Hans Zimmer','Daniel Levitin']",2019,Music Theory,2,"['53e9b05cb7602d9703ac36c1','53e9b7eeb7602d970439d213']",This paper studies music theory and emotional response using interdisciplinary methods.
600aa63491e0118dac0912,data driven movie production,"['Steven Spielberg','Clayton Christensen']",2020,Data Science,0,[],This paper studies data driven movie production using interdisciplinary methods.
600aa63491e0118dac0913,human factors in aviation safety,"['Chesley Sullenberger','James Reason']",2021,Human Factors,0,[],This paper studies human factors in aviation safety using interdisciplinary methods.
600aa63491e0118dac0914,biological inspiration in robotics,"['Boston Dynamics','Rodney Brooks']",2022,Bio Robotics,1,['53e9a42bb7602d9702d46e31'],This paper studies biological inspiration in robotics using interdisciplinary methods.
600aa63491e0118dac0915,trust models in distributed systems,['Leslie Lamport'],2023,Distributed Systems,2,"['53e9b05cb7602d9703ac36c1','53e9b7eeb7602d970439d213']",This paper studies trust models in distributed systems using interdisciplinary methods.
600aa63491e0118dac0916,sports analytics in baseball,"['Billy Beane','Nate Silver']",2016,Sports Analytics,1,['53e9a42bb7602d9702d46e31'],This paper studies sports analytics in baseball using interdisciplinary methods.
600aa63491e0118dac0917,philosophy of technological progress,['Yuval Noah Harari'],2017,Philosophy,1,['53e9a42bb7602d9702d46e31'],This paper studies philosophy of technological progress using interdisciplinary methods.
600aa63491e0118dac0918,machine learning for drug discovery,"['Demis Hassabis','Jennifer Doudna']",2018,Computational Biology,1,['558b142be4b0b32fcb3a9ef0'],This paper studies machine learning for drug discovery using interdisciplinary methods.
600aa63491e0118dac0919,attention mechanisms in education,"['Sal Khan','Carol Dweck']",2019,Education,1,['53e99a09b7602d9702255f7a'],This paper studies attention mechanisms in education using interdisciplinary methods.
600aa63491e0118dae1000,ethics of human augmentation,"['Nick Bostrom','Ray Kurzweil']",2015,Ethics,1,['53e9be03b7602d9704ab965c'],This paper investigates ethics of human augmentation using interdisciplinary and data driven approaches.
600aa63491e0118dae1001,reinforcement learning in robotics,"['Rodney Brooks','Sebastian Thrun']",2016,Robotics,1,['53e9982cb7602d970204ebec'],This paper investigates reinforcement learning in robotics using interdisciplinary and data driven approaches.
600aa63491e0118dae1002,behavioral economics of saving,['Richard Thaler'],2017,Behavioral Economics,0,[],This paper investigates behavioral economics of saving using interdisciplinary and data driven approaches.
600aa63491e0118dae1003,deep learning for speech synthesis,"['Geoffrey Hinton','Yann LeCun']",2018,Machine Learning,2,"['53e9a91ab7602d970326ca89','53e9b388b7602d9703e66f0b']",This paper investigates deep learning for speech synthesis using interdisciplinary and data driven approaches.
600aa63491e0118dae1004,social networks and polarization,['Cass Sunstein'],2019,Political Science,1,[53e9b388b7602d9703e66f0b],This paper investigates social networks and polarization using interdisciplinary and data driven approaches.
600aa63491e0118dae1005,quantum computing algorithms,['Peter Shor'],2020,Quantum Computing,3,"['53e9bde2b7602d9704a94c83','53e9a5fdb7602d9702f2c78f','558ab72784ae84d265bf393c']",This paper investigates quantum computing algorithms using interdisciplinary and data driven approaches.
600aa63491e0118dae1006,biomechanics of marathon running,"['Eliud Kipchoge','Peter Weyand']",2021,Biomechanics,1,['53e9be03b7602d9704ab965c'],This paper investigates biomechanics of marathon running using interdisciplinary and data driven approaches.
600aa63491e0118dae1007,digital privacy in smart cities,"['Jane Jacobs','Helen Nissenbaum']",2022,Information Ethics,1,[53e9b388b7602d9703e66f0b],This paper investigates digital privacy in smart cities using interdisciplinary and data driven approaches.
600aa63491e0118dae1008,computational creativity in art,['Refik Anadol'],2023,Computational Art,2,"['53e9b05cb7602d9703ac36c1','53e9b7eeb7602d970439d213']",This paper investigates computational creativity in art using interdisciplinary and data driven approaches.
600aa63491e0118dae1009,risk analysis in financial markets,"['George Soros','Robert Shiller']",2015,Finance,0,[],This paper investigates risk analysis in financial markets using interdisciplinary and data driven approaches.
600aa63491e0118dae1010,neural correlates of memory,['Eric Kandel'],2016,Neuroscience,0,[],This paper investigates neural correlates of memory using interdisciplinary and data driven approaches.
600aa63491e0118dae1011,autonomous drones in logistics,"['Jeff Bezos','Sebastian Thrun']",2017,Logistics,1,['53e9a42bb7602d9702d46e31'],This paper investigates autonomous drones in logistics using interdisciplinary and data driven approaches.
600aa63491e0118dae1012,climate modeling and uncertainty,['Judith Curry'],2018,Climate Science,2,"['53e9b05cb7602d9703ac36c1','53e9b7eeb7602d970439d213']",This paper investigates climate modeling and uncertainty using interdisciplinary and data driven approaches.
600aa63491e0118dae1013,game design and player motivation,['Sid Meier'],2019,Game Studies,1,['53e9a42bb7602d9702d46e31'],This paper investigates game design and player motivation using interdisciplinary and data driven approaches.
600aa63491e0118dae1014,bioinformatics for cancer research,['Jennifer Doudna'],2020,Bioinformatics,1,['53e9a42bb7602d9702d46e31'],This paper investigates bioinformatics for cancer research using interdisciplinary and data driven approaches.
600aa63491e0118dae1015,philosophy of artificial minds,['David Chalmers'],2021,Philosophy,1,['558b142be4b0b32fcb3a9ef0'],This paper investigates philosophy of artificial minds using interdisciplinary and data driven approaches.
600aa63491e0118dae1016,supply chain optimization with ai,['Andrew Ng'],2022,Operations Research,1,['53e99a09b7602d9702255f7a'],This paper investigates supply chain optimization with ai using interdisciplinary and data driven approaches.
600aa63491e0118dae1017,music production with algorithms,['Brian Eno'],2023,Music Technology,2,"['53e99c44b7602d97024f5a24','53e9a7ddb7602d970311ded9']",This paper investigates music production with algorithms using interdisciplinary and data driven approaches.
600aa63491e0118dae1018,human robot collaboration,['Cynthia Breazeal'],2015,Human Robot Interaction,1,['53e9b9bab7602d97045aeed9'],This paper investigates human robot collaboration using interdisciplinary and data driven approaches.
600aa63491e0118dae1019,statistical learning theory,['Vladimir Vapnik'],2016,Statistical Learning,1,['53e9a42bb7602d9702d46e31'],This paper investigates statistical learning theory using interdisciplinary and data driven approaches.
600aa63491e0118dae1020,cyber warfare strategies,['Bruce Schneier'],2017,Cybersecurity,1,['53e9a42bb7602d9702d46e31'],This paper investigates cyber warfare strategies using interdisciplinary and data driven approaches.
600aa63491e0118dae1021,augmented reality in education,['Sal Khan'],2018,Education Technology,1,['558b142be4b0b32fcb3a9ef0'],This paper investigates augmented reality in education using interdisciplinary and data driven approaches.
600aa63491e0118dae1022,evolution of online language,['Steven Pinker'],2019,Linguistics,1,['53e99a09b7602d9702255f7a'],This paper investigates evolution of online language using interdisciplinary and data driven approaches.
600aa63491e0118dae1023,medical imaging with deep nets,"['Andrew Ng','Fei-Fei Li']",2020,Medical Imaging,1,['53e9be03b7602d9704ab965c'],This paper investigates medical imaging with deep nets using interdisciplinary and data driven approaches.
600aa63491e0118dae1024,trust and reputation systems,['Paul Resnick'],2021,Distributed Systems,1,['53e9982cb7602d970204ebec'],This paper investigates trust and reputation systems using interdisciplinary and data driven approaches.
600aa63491e0118dae1025,sports performance prediction,['Nate Silver'],2022,Sports Analytics,0,[],This paper investigates sports performance prediction using interdisciplinary and data driven approaches.
600aa63491e0118dae1026,ethical hacking methodologies,['Kevin Mitnick'],2023,Computer Security,2,"['53e9a91ab7602d970326ca89','53e9b388b7602d9703e66f0b']",This paper investigates ethical hacking methodologies using interdisciplinary and data driven approaches.
600aa63491e0118dae1027,computational social choice,['Kenneth Arrow'],2015,Social Choice Theory,1,[53e9b388b7602d9703e66f0b],This paper investigates computational social choice using interdisciplinary and data driven approaches.
600aa63491e0118dae1028,brain computer interfaces,['Miguel Nicolelis'],2016,Neuroengineering,1,['53e9b9bab7602d97045aeed9'],This paper investigates brain computer interfaces using interdisciplinary and data driven approaches.
600aa63491e0118dae1029,future of work automation,['Erik Brynjolfsson'],2017,Labor Economics,1,['53e9a42bb7602d9702d46e31'],This paper investigates future of work automation using interdisciplinary and data driven approaches.
600aa63491e0118dae1000,ethics of human augmentation,"['Nick Bostrom','Ray Kurzweil']",2015,Ethics,1,['53e9b9bab7602d97045aeed9'],This paper investigates ethics of human augmentation using interdisciplinary and data driven approaches.
600aa63491e0118dae1001,reinforcement learning in robotics,"['Rodney Brooks','Sebastian Thrun']",2016,Robotics,1,['53e9a42bb7602d9702d46e31'],This paper investigates reinforcement learning in robotics using interdisciplinary and data driven approaches.
600aa63491e0118dae1002,behavioral economics of saving,['Richard Thaler'],2017,Behavioral Economics,1,['53e9a42bb7602d9702d46e31'],This paper investigates behavioral economics of saving using interdisciplinary and data driven approaches.
600aa63491e0118dae1003,deep learning for speech synthesis,"['Geoffrey Hinton','Yann LeCun']",2018,Machine Learning,1,['558b142be4b0b32fcb3a9ef0'],This paper investigates deep learning for speech synthesis using interdisciplinary and data driven approaches.
600aa63491e0118dae1004,social networks and polarization,['Cass Sunstein'],2019,Political Science,1,['53e99a09b7602d9702255f7a'],This paper investigates social networks and polarization using interdisciplinary and data driven approaches.
600aa63491e0118dae1005,quantum computing algorithms,['Peter Shor'],2020,Quantum Computing,1,['53e9be03b7602d9704ab965c'],This paper investigates quantum computing algorithms using interdisciplinary and data driven approaches.
600aa63491e0118dae1006,biomechanics of marathon running,"['Eliud Kipchoge','Peter Weyand']",2021,Biomechanics,1,['53e9982cb7602d970204ebec'],This paper investigates biomechanics of marathon running using interdisciplinary and data driven approaches.
600aa63491e0118dae1007,digital privacy in smart cities,"['Jane Jacobs','Helen Nissenbaum']",2022,Information Ethics,0,[],This paper investigates digital privacy in smart cities using interdisciplinary and data driven approaches.
600aa63491e0118dae1008,computational creativity in art,['Refik Anadol'],2023,Computational Art,2,"['53e9a91ab7602d970326ca89','53e9b388b7602d9703e66f0b']",This paper investigates computational creativity in art using interdisciplinary and data driven approaches.
600aa63491e0118dae1009,risk analysis in financial markets,"['George Soros','Robert Shiller']",2015,Finance,1,[53e9b388b7602d9703e66f0b],This paper investigates risk analysis in financial markets using interdisciplinary and data driven approaches.
600aa63491e0118dae1010,neural correlates of memory,['Eric Kandel'],2016,Neuroscience,1,['53e9be03b7602d9704ab965c'],This paper investigates neural correlates of memory using interdisciplinary and data driven approaches.
600aa63491e0118dae1011,autonomous drones in logistics,"['Jeff Bezos','Sebastian Thrun']",2017,Logistics,1,[53e9b388b7602d9703e66f0b],This paper investigates autonomous drones in logistics using interdisciplinary and data driven approaches.
600aa63491e0118dae1012,climate modeling and uncertainty,['Judith Curry'],2018,Climate Science,2,"['53e9b05cb7602d9703ac36c1','53e9b7eeb7602d970439d213']",This paper investigates climate modeling and uncertainty using interdisciplinary and data driven approaches.
600aa63491e0118dae1013,game design and player motivation,['Sid Meier'],2019,Game Studies,0,[],This paper investigates game design and player motivation using interdisciplinary and data driven approaches.
600aa63491e0118dae1014,bioinformatics for cancer research,['Jennifer Doudna'],2020,Bioinformatics,0,[],This paper investigates bioinformatics for cancer research using interdisciplinary and data driven approaches.
600aa63491e0118dae1015,philosophy of artificial minds,['David Chalmers'],2021,Philosophy,1,['53e9a42bb7602d9702d46e31'],This paper investigates philosophy of artificial minds using interdisciplinary and data driven approaches.
600aa63491e0118dae1016,supply chain optimization with ai,['Andrew Ng'],2022,Operations Research,2,"['53e9b05cb7602d9703ac36c1','53e9b7eeb7602d970439d213']",This paper investigates supply chain optimization with ai using interdisciplinary and data driven approaches.
600aa63491e0118dae1017,music production with algorithms,['Brian Eno'],2023,Music Technology,1,['53e9a42bb7602d9702d46e31'],This paper investigates music production with algorithms using interdisciplinary and data driven approaches.
600aa63491e0118dae1018,human robot collaboration,['Cynthia Breazeal'],2015,Human Robot Interaction,1,['53e9a42bb7602d9702d46e31'],This paper investigates human robot collaboration using interdisciplinary and data driven approaches.
600aa63491e0118dae1019,statistical learning theory,['Vladimir Vapnik'],2016,Statistical Learning,1,['558b142be4b0b32fcb3a9ef0'],This paper investigates statistical learning theory using interdisciplinary and data driven approaches.
600aa63491e0118dae1020,cyber warfare strategies,['Bruce Schneier'],2017,Cybersecurity,1,[53e9b388b7602d9703e66f0b],This paper investigates cyber warfare strategies using interdisciplinary and data driven approaches.
600aa63491e0118dae1021,augmented reality in education,['Sal Khan'],2018,Education Technology,2,"['53e9b05cb7602d9703ac36c1','53e9b7eeb7602d970439d213']",This paper investigates augmented reality in education using interdisciplinary and data driven approaches.
600aa63491e0118dae1022,evolution of online language,['Steven Pinker'],2019,Linguistics,0,[],This paper investigates evolution of online language using interdisciplinary and data driven approaches.
600aa63491e0118dae1023,medical imaging with deep nets,"['Andrew Ng','Fei-Fei Li']",2020,Medical Imaging,0,[],This paper investigates medical imaging with deep nets using interdisciplinary and data driven approaches.
600aa63491e0118dae1024,trust and reputation systems,['Paul Resnick'],2021,Distributed Systems,1,['53e9a42bb7602d9702d46e31'],This paper investigates trust and reputation systems using interdisciplinary and data driven approaches.
600aa63491e0118dae1025,sports performance prediction,['Nate Silver'],2022,Sports Analytics,2,"['53e9b05cb7602d9703ac36c1','53e9b7eeb7602d970439d213']",This paper investigates sports performance prediction using interdisciplinary and data driven approaches.
600aa63491e0118dae1026,ethical hacking methodologies,['Kevin Mitnick'],2023,Computer Security,1,['53e9a42bb7602d9702d46e31'],This paper investigates ethical hacking methodologies using interdisciplinary and data driven approaches.
600aa63491e0118dae1027,computational social choice,['Kenneth Arrow'],2015,Social Choice Theory,1,['53e9a42bb7602d9702d46e31'],This paper investigates computational social choice using interdisciplinary and data driven approaches.
600aa63491e0118dae1028,brain computer interfaces,['Miguel Nicolelis'],2016,Neuroengineering,1,['558b142be4b0b32fcb3a9ef0'],This paper investigates brain computer interfaces using interdisciplinary and data driven approaches.
600aa63491e0118dae1029,future of work automation,['Erik Brynjolfsson'],2017,Labor Economics,1,['53e99a09b7602d9702255f7a'],This paper investigates future of work automation using interdisciplinary and data driven approaches.
600aa63491e0118dae1030,quantum computing applications,['Peter Shor'],2018,Quantum Computing,3,"['53e9b388b7602d9703e66f0b','53e9b05cb7602d9703ac36c1','53e9a42bb7602d9702d46e31']",This paper investigates quantum computing applications using interdisciplinary and data driven approaches.
600aa63491e0118dae1031,climate modeling accuracy,['Michael Mann'],2019,Climate Science,2,"['53e9b05cb7602d9703ac36c1','53e9b7eeb7602d970439d213']",This paper investigates climate modeling accuracy using interdisciplinary and data driven approaches.
600aa63491e0118dae1032,personalized learning systems,['Sebastian Thrun'],2020,Educational Technology,1,['53e9a42bb7602d9702d46e31'],This paper investigates personalized learning systems using interdisciplinary and data driven approaches.
600aa63491e0118dae1033,blockchain consensus mechanisms,['Vitalik Buterin'],2021,Distributed Systems,0,[],This paper investigates blockchain consensus mechanisms using interdisciplinary and data driven approaches.
600aa63491e0118dae1034,neural architecture search,['Quoc Le'],2022,Machine Learning,2,"['53e9b05cb7602d9703ac36c1','558b142be4b0b32fcb3a9ef0']",This paper investigates neural architecture search using interdisciplinary and data driven approaches.
600aa63491e0118dae1035,gene editing ethics,['Jennifer Doudna'],2023,Bioethics,1,['53e9a42bb7602d9702d46e31'],This paper investigates gene editing ethics using interdisciplinary and data driven approaches.
600aa63491e0118dae1036,urban traffic optimization,['Carlo Ratti'],2015,Urban Planning,3,"['53e9b388b7602d9703e66f0b','53e9b05cb7602d9703ac36c1','53e9a42bb7602d9702d46e31']",This paper investigates urban traffic optimization using interdisciplinary and data driven approaches.
600aa63491e0118dae1037,misinformation detection algorithms,['Sinan Aral'],2016,Social Computing,2,"['53e9b05cb7602d9703ac36c1','53e9b7eeb7602d970439d213']",This paper investigates misinformation detection algorithms using interdisciplinary and data driven approaches.
600aa63491e0118dae1038,renewable energy forecasting,['Mark Jacobson'],2017,Energy Systems,1,['558b142be4b0b32fcb3a9ef0'],This paper investigates renewable energy forecasting using interdisciplinary and data driven approaches.
600aa63491e0118dae1039,privacy preserving computation,['Cynthia Dwork'],2018,Cryptography,2,"['53e9b05cb7602d9703ac36c1','53e9a42bb7602d9702d46e31']",This paper investigates privacy preserving computation using interdisciplinary and data driven approaches.
600aa63491e0118dae1040,cognitive load in interface design,['Don Norman'],2019,Human Computer Interaction,1,['53e9a42bb7602d9702d46e31'],This paper investigates cognitive load in interface design using interdisciplinary and data driven approaches.
600aa63491e0118dae1041,autonomous vehicle ethics,['Patrick Lin'],2020,Applied Ethics,0,[],This paper investigates autonomous vehicle ethics using interdisciplinary and data driven approaches.
600aa63491e0118dae1042,protein folding prediction,['John Jumper'],2021,Computational Biology,3,"['53e9b388b7602d9703e66f0b','53e9b05cb7602d9703ac36c1','558b142be4b0b32fcb3a9ef0']",This paper investigates protein folding prediction using interdisciplinary and data driven approaches.
